item_id,timestamp,value
item_A,2023-01-01,102.40541508007625
item_A,2023-01-02,111.24790399756989
item_A,2023-01-03,110.55264666881165
item_A,2023-01-04,108.7681665568453
item_A,2023-01-05,102.37613604469608
item_A,2023-01-06,92.72747715841419
item_A,2023-01-07,93.71928700840141
item_A,2023-01-08,89.14634263962115
item_A,2023-01-09,76.17724080203689
item_A,2023-01-10,109.81373798591882
item_A,2023-01-11,500.0
item_A,2023-01-12,99.37397376220756
item_A,2023-01-13,100.99869989393173
item_A,2023-01-14,105.7611664260258
item_A,2023-01-15,111.70096551180056
item_A,2023-01-16,106.38147857417117
item_A,2023-01-17,102.85983689956969
item_A,2023-01-18,106.06995357595676
item_A,2023-01-19,102.71575700462077
item_A,2023-01-20,100.47412037062598
item_A,2023-01-21,
item_A,2023-01-22,
item_A,2023-01-23,
item_A,2023-01-24,
item_A,2023-01-25,
item_A,2023-01-26,
item_A,2023-01-27,94.3234749341034
item_A,2023-01-28,91.37163305479788
item_A,2023-01-29,84.1559407923361
item_A,2023-01-30,93.1729527713313
item_A,2023-01-31,110.83551773647827
item_A,2023-02-01,117.41740520615988
item_A,2023-02-02,101.66438942470641
item_A,2023-02-03,88.04859864049844
item_A,2023-02-04,98.68633838090405
item_A,2023-02-05,91.68630946539577
item_A,2023-02-06,98.14424611104067
item_A,2023-02-07,96.29454368311144
item_A,2023-02-08,107.55459407768248
item_A,2023-02-09,85.76909790904332
item_A,2023-02-10,104.27763688814858
item_A,2023-02-11,93.73702571465266
item_A,2023-02-12,92.95022168960686
item_A,2023-02-13,107.52995558777602
item_A,2023-02-14,97.32291596204311
item_A,2023-02-15,101.99682744692423
item_A,2023-02-16,102.64706923765591
item_A,2023-02-17,115.22792826682326
item_A,2023-02-18,102.56607349201607
item_A,2023-02-19,106.02125409256266
item_A,2023-02-20,-50.0
item_A,2023-02-21,109.58164233086028
item_A,2023-02-22,111.99553842984157
item_A,2023-02-23,89.90291372024541
item_A,2023-02-24,107.88091059342842
item_A,2023-02-25,115.05544966912254
item_A,2023-02-26,90.36135945316403
item_A,2023-02-27,107.39170529196515
item_A,2023-02-28,93.90502531428626
item_A,2023-03-01,104.49689735020117
item_A,2023-03-02,109.34848392561335
item_A,2023-03-03,103.99788698006334
item_A,2023-03-04,101.44999255095506
item_A,2023-03-05,92.3615342183777
item_A,2023-03-06,125.0776038833252
item_A,2023-03-07,122.10994442095614
item_A,2023-03-08,98.1078260655417
item_A,2023-03-09,105.45557165113759
item_A,2023-03-10,97.2005418744975
item_A,2023-03-11,100.45344320311564
item_A,2023-03-12,89.26494851323537
item_A,2023-03-13,93.58001468418423
item_A,2023-03-14,85.71188472019603
item_A,2023-03-15,79.0457232606441
item_A,2023-03-16,114.52865111068411
item_A,2023-03-17,103.73538192506673
item_A,2023-03-18,81.94148910320902
item_A,2023-03-19,104.21677262365709
item_A,2023-03-20,112.70552458546057
item_A,2023-03-21,113.33903384406399
item_A,2023-03-22,93.16429585686248
item_A,2023-03-23,91.7224833975404
item_A,2023-03-24,84.10551758004861
item_A,2023-03-25,80.33527729611225
item_A,2023-03-26,99.4534591912127
item_A,2023-03-27,119.76791753465086
item_A,2023-03-28,113.75255703363788
item_A,2023-03-29,106.37122238406525
item_A,2023-03-30,102.72118308294826
item_A,2023-03-31,98.17628509305055
